id	handle	title	category	descr	bucket
prod_01KTVK85DV3PGQJRDF1968MJQQ	tpl-was-396-lp	WASD Lapel Pin	Lapel Pins	has	X
prod_01KTVK85RWCMEAEAPW7HWT96DM	tpl-wmw-397-lp	Watch me whip lapel pin	Lapel Pins	has	X
prod_01KTVK85DVPG5W6R60MGBWXVE4	tpl-wia-404-lp	world in a bottle Lapel Pin	Lapel Pins	has	X
prod_01KTVK85RXBEWADBD61KH4CYJ7	tpl-wof-407-lp	World on fire Lapel pin	Lapel Pins	has	X
prod_01KTVK85DT4B8EHSMTA40HY13K	tpl-ads-15-ls	Adobe sticker	Laptop Stickers	has	X
prod_01KTVK85DT15TF5JJ16A939RSY	tpl-cos-79-ls	Coffee sticker	Laptop Stickers	has	X
prod_01KTVK85DT7AZBD6EJ9JGFGBDE	tpl-ccl-87-ls	Crazy Cat Lady Sticker	Laptop Stickers	has	X
prod_01KTVK85DTHYV80SQ1JQA6X9ZZ	tpl-ccl-96-ls	Cute Cat love sticker	Laptop Stickers	has	X
prod_01KTVK85DTS5F886BZGYJ56ZX8	tpl-dos-118-ls	Doughnut sticker	Laptop Stickers	has	X
prod_01KTVK85DTT76AN6T6WJJBBRYA	tpl-gps-160-ls	Girl power sticker	Laptop Stickers	has	X
prod_01KTVK85DTEGBW9C1RH327JJW6	tpl-hpm-171-ls	Harry potter-mischief Sticker	Laptop Stickers	has	X
prod_01KTVK85DVFW3HAK4HVB5R5QV6	tpl-hbs-173-ls	Heart breaker sticker	Laptop Stickers	has	X
prod_01KTVK85DT924PWSGKMVNMGMPW	tpl-hsb-178-ls	Homer Simpsons beer Sticker	Laptop Stickers	has	X
prod_01KTVK85DVES17V48QB26KP5ZW	tpl-hss-183-ls	Hot stuff sticker	Laptop Stickers	has	X
prod_01KTVK85DTXY47S5HVAJ51QD2P	tpl-mas-218-ls	macaroon sticker	Laptop Stickers	has	X
prod_01KTVK85DTFTGVJVBHJ4C96JPG	tpl-mms-226-ls	Mickey mouse sticker	Laptop Stickers	has	X
prod_01KTVK85DT1RX1NH7KCZGKJCYY	tpl-mun-246-ls	Munchies Sticker	Laptop Stickers	has	X
prod_01KTVK85DTP2EVK2FHZXPAE7ZZ	tpl-naj-256-ls	Nike Air jordans  sticker	Laptop Stickers	has	X
prod_01KTVK85DT0EWHK98B9HB0CAM4	tpl-nas-259-ls	Nike Air sticker	Laptop Stickers	has	X
prod_01KTVK85DVM31M3KH7GWD7E6PA	tpl-now-263-ls	Nike off white Air sticker	Laptop Stickers	has	X
prod_01KTVK85DT6WZZGWM3SNEZNAES	tpl-now-264-ls	Nike off white black Air Sticker	Laptop Stickers	has	X
prod_01KTVK85DTBYFCGT9QSAKMNKCR	tpl-pbs-278-ls	Peaky blinders sticker	Laptop Stickers	has	X
prod_01KTVK85DT10D0HBGZM27VMA36	tpl-pis-281-ls	Photoshop illustrator sticker	Laptop Stickers	has	X
prod_01KTVK85DVCFX087A6H17HAGNN	tpl-pis-290-ls	Pizza sticker	Laptop Stickers	has	X
prod_01KTVK85DT9HTJW93N8C1HKXDJ	tpl-ric-318-ls	Rick Sticker	Laptop Stickers	has	X
prod_01KTVK85DT2D59YT9R57VC3V8H	ls	Scuba diving sticker	Laptop Stickers	has	X
prod_01KTVK85DTKWGV2GVP434ZRAVR	if-ls-0029	Star wars sticker	Laptop Stickers	has	X
prod_01KTVK85DTS0MM533XVX8CYJEW	tpl-str-359-ls	Starwars R2D2 Sticker	Laptop Stickers	has	X
prod_01KTVK85DTM181R2E47CYG1KS2	tpl-sos-360-ls	Straight Outa sticker	Laptop Stickers	has	X
prod_01KTVK85DTCZ6S8H4MKJYKY3A0	tpl-sls-374-ls	Sushi Love  sticker	Laptop Stickers	has	X
prod_01KTVK85DTP87195GF53WGA28Q	tpl-tbs-386-ls	Travel Bagpack sticker	Laptop Stickers	has	X
prod_01KTVK85DT89D1AM8YR10HH61R	tpl-wia-404-ls	World in a Bottle Sticker	Laptop Stickers	has	X
prod_01KTVK85RX6WEA1AQJ884DGMW0	tpl-exm-131-lt	Explore more Luggage tags	Luggage Tag	EMPTY	X
prod_01KTVK85RXZDW3MS2ZYJ708A10	tpl-mom-233-lt	Monday morning Luggage tags	Luggage Tag	EMPTY	X
prod_01KTVK85RX2CGVVTQ9N5FTC111	tpl-shh-335-lt	Shit happens Luggage tags	Luggage Tag	EMPTY	X
prod_01KTVK85RX5M3403CSZQ20A5KS	tpl-alt-0013	world in a bottle Luggage tags	Luggage Tag	EMPTY	X
prod_01KTVK85RWSY4XV2N0899FQ3XM	tpl-bnn-54-3ds	Broklyn Nine Nine Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RW8WPYSYJGHTKR32AM	tpl-cof-77-3ds	Coffee Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXNANFJJ1GN9BBJRDX	tpl-cuc-95-3ds	Cute cat Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXVSQJQ19XEGHY7N8T	tpl-dog-112-3ds	Dogs Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RW7J3952CHGVQ8VW37	tpl-hap-168-3ds	Harry potter Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXDTT18DYP2P8ZEMTM	tpl-hos-181-3ds	Hot Stuff Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RX3PSRKX9DW99BWQTB	tpl-idr-193-3ds	Idiot Repellent Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RX2SKCNY79FPR295G9	tpl-lob-214-3ds	Love Bites Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXS3T7EZY6NZNVDGNP	tpl-mun-246-3ds	Munchies Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXKQF49T4YSQH9F28H	tpl-niu-265-3ds	Nike up Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RWAM09E7EYRV30PDM3	tpl-r-amp-m-319-3ds	Rick & Morty Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RX3X5SAHNK4K7AHG4M	tpl-sof-362-3ds	Straight outta F#_ks Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXM52ZPJSR5DHMY8KK	tpl-sus-372-3ds	Sushi Pop up 3D Sticker	Pop Up Stickers	has	X
prod_01KTVK85RXJ6ARX8CC3SJQGKGP	tpl-tra-384-3ds	Travel Pop up 3D Sticker	Pop Up Stickers	has	X
(502 rows)
